id,well,mu_hourly,doubling_time_min,r_sqrd,min_OD,max_OD,window_start_time_min,delta,max_slope_od,warnings
1,A1,1.278067,32.540420,0.994154,0.100000,0.900000,135.000000,4.000000,0.139134,0.000000
2,A2,1.469159,28.307924,0.996497,0.101000,0.900000,120.000000,4.000000,0.110134,0.000000
3,A3,1.512614,27.494674,0.996388,0.101000,0.900000,120.000000,4.000000,0.115134,0.000000
4,A4,1.284471,32.378168,0.992096,0.100000,0.900000,135.000000,4.000000,0.145134,0.000000
5,A5,1.479951,28.101498,0.996299,0.100000,0.900000,120.000000,4.000000,0.113134,0.000000
6,A6,1.504467,27.643561,0.994912,0.100000,0.900000,120.000000,4.000000,0.118134,0.000000
7,A7,1.415309,29.384978,0.994300,0.101000,0.900000,120.000000,4.000000,0.128134,0.000000
8,A8,1.463416,28.419010,0.994657,0.101000,0.900000,120.000000,4.000000,0.120134,0.000000
9,A9,1.423463,29.216651,0.995787,0.104000,0.900000,120.000000,4.000000,0.123134,0.000000
10,A10,1.459186,28.501387,0.996097,0.100000,0.900000,120.000000,4.000000,0.123134,0.000000
11,A11,1.474552,28.204391,0.995060,0.100000,0.900000,120.000000,4.000000,0.127134,0.000000
12,A12,1.409676,29.502395,0.995050,0.100000,0.900000,120.000000,4.000000,0.127134,0.000000
13,B1,1.461772,28.450964,0.997586,0.100000,0.900000,120.000000,4.000000,0.113134,0.000000
14,B2,1.295704,32.097482,0.992370,0.099000,0.900000,135.000000,4.000000,0.142134,0.000000
15,B3,1.301293,31.959619,0.990884,0.099000,0.900000,135.000000,4.000000,0.144134,0.000000
16,B4,1.476302,28.170951,0.997948,0.101000,0.900000,120.000000,4.000000,0.109134,0.000000
17,B5,1.340983,31.013695,0.991089,0.100000,0.900000,135.000000,4.000000,0.143134,0.000000
18,B6,1.464171,28.404353,0.997106,0.101000,0.900000,120.000000,4.000000,0.118134,0.000000
19,B7,1.404728,29.606316,0.996038,0.101000,0.900000,120.000000,4.000000,0.128134,0.000000
20,B8,1.378317,30.173638,0.994002,0.101000,0.900000,120.000000,4.000000,0.132134,0.000000
21,B9,1.455420,28.575142,0.997701,0.100000,0.900000,120.000000,4.000000,0.119134,0.000000
22,B10,1.356129,30.667308,0.992536,0.101000,0.900000,120.000000,4.000000,0.133134,0.000000
23,B11,1.371834,30.316222,0.992728,0.100000,0.900000,120.000000,4.000000,0.128134,0.000000
24,B12,1.297484,32.053450,0.993024,0.103000,0.900000,120.000000,4.000000,0.147134,0.000000
25,C1,1.349914,30.808508,0.994180,0.102000,0.900000,120.000000,4.000000,0.138134,0.000000
26,C2,1.479115,28.117381,0.996391,0.101000,0.900000,120.000000,4.000000,0.124134,0.000000
27,C3,1.452636,28.629907,0.997620,0.102000,0.900000,120.000000,4.000000,0.121134,0.000000
28,C4,1.492182,27.871149,0.998669,0.101000,0.900000,120.000000,4.000000,0.109134,0.000000
29,C5,1.480627,28.088663,0.998418,0.100000,0.900000,120.000000,4.000000,0.111134,0.000000
30,C6,1.316806,31.583115,0.990495,0.100000,0.900000,135.000000,4.000000,0.150134,0.000000
31,C7,1.348044,30.851245,0.992136,0.100000,0.900000,135.000000,4.000000,0.141134,0.000000
32,C8,1.470250,28.286919,0.995380,0.100000,0.900000,120.000000,4.000000,0.122134,0.000000
33,C9,1.442134,28.838391,0.994903,0.100000,0.900000,120.000000,4.000000,0.125134,0.000000
34,C10,1.474967,28.196450,0.996780,0.100000,0.900000,120.000000,4.000000,0.119134,0.000000
35,C11,1.368575,30.388421,0.995739,0.102000,0.900000,120.000000,4.000000,0.132134,0.000000
36,C12,1.379071,30.157133,0.995038,0.101000,0.900000,120.000000,4.000000,0.129134,0.000000
37,D1,1.407667,29.544518,0.997034,0.101000,0.900000,120.000000,4.000000,0.123134,0.000000
38,D2,1.392525,29.865767,0.997604,0.102000,0.900000,120.000000,4.000000,0.111134,0.000000
39,D3,1.304377,31.884064,0.988578,0.099000,0.900000,135.000000,4.000000,0.152134,0.000000
40,D4,1.406073,29.578011,0.995102,0.102000,0.900000,120.000000,4.000000,0.131134,0.000000
41,D5,1.414685,29.397947,0.995242,0.102000,0.900000,120.000000,4.000000,0.127134,0.000000
42,D6,1.455420,28.575142,0.997701,0.102000,0.900000,120.000000,4.000000,0.119134,0.000000
