id,well,mu_hourly,doubling_time_min,r_sqrd,min_OD,max_OD,window_start_time_min,delta,max_slope_od,warnings
1,A1,1.044999,39.797949,0.998509,0.118000,0.900000,150.000000,4.000000,0.336580,0.000000
2,A2,1.058824,39.278311,0.998071,0.118000,0.900000,150.000000,4.000000,0.347580,0.000000
3,A3,0.863416,48.167799,0.989568,0.119000,0.900000,120.000000,4.000000,0.168580,0.000000
4,A4,0.789944,52.647836,0.998165,0.118000,0.900000,165.000000,4.000000,0.287580,0.000000
5,A5,1.090827,38.125962,0.998030,0.123000,0.900000,135.000000,4.000000,0.320580,0.000000
6,A6,1.105896,37.606463,0.993983,0.118000,0.900000,150.000000,4.000000,0.383580,0.000000
7,A7,1.087968,38.226138,0.995209,0.123000,0.900000,135.000000,4.000000,0.391580,0.000000
8,A8,1.131956,36.740685,0.998842,0.120000,0.900000,135.000000,4.000000,0.337580,0.000000
9,A9,1.023798,40.622116,0.996973,0.120000,0.900000,150.000000,4.000000,0.321580,0.000000
10,A10,1.052335,39.520506,0.996548,0.116000,0.900000,165.000000,4.000000,0.400580,0.000000
11,A11,1.036128,40.138693,0.998617,0.116000,0.900000,165.000000,4.000000,0.375580,0.000000
12,A12,1.123406,37.020304,0.990658,0.117000,0.900000,120.000000,4.000000,0.189580,0.000000
13,B1,1.040122,39.984575,0.998827,0.118000,0.900000,150.000000,4.000000,0.336580,0.000000
14,B2,1.067607,38.955198,0.993925,0.117000,0.900000,120.000000,4.000000,0.185580,0.000000
15,B3,0.783932,53.051602,0.997821,0.117000,0.900000,135.000000,4.000000,0.186580,0.000000
16,B4,0.788853,52.720637,0.996976,0.118000,0.900000,135.000000,4.000000,0.187580,0.000000
17,B5,1.095030,37.979617,0.995642,0.119000,0.900000,135.000000,4.000000,0.318580,0.000000
18,B6,1.101759,37.747680,0.997595,0.120000,0.900000,135.000000,4.000000,0.321580,0.000000
19,B7,1.134554,36.656536,0.999468,0.120000,0.900000,135.000000,4.000000,0.341580,0.000000
20,B8,1.136384,36.597518,0.999412,0.121000,0.900000,135.000000,4.000000,0.337580,0.000000
21,B9,1.049965,39.609733,0.997562,0.118000,0.900000,150.000000,4.000000,0.313580,0.000000
22,B10,1.051682,39.545069,0.998664,0.117000,0.900000,150.000000,4.000000,0.317580,0.000000
23,B11,1.055071,39.418057,0.993878,0.115000,0.900000,135.000000,4.000000,0.189580,0.000000
24,B12,1.119729,37.141858,0.992663,0.116000,0.900000,120.000000,4.000000,0.186580,0.000000
25,C1,1.020636,40.747976,0.999663,0.121000,0.900000,150.000000,4.000000,0.326580,0.000000
26,C2,1.046793,39.729746,0.996340,0.118000,0.900000,120.000000,4.000000,0.190580,0.000000
27,C3,0.799923,51.991048,0.994084,0.117000,0.900000,135.000000,4.000000,0.182580,0.000000
28,C4,0.802307,51.836558,0.994972,0.115000,0.900000,135.000000,4.000000,0.177580,0.000000
29,C5,1.102147,37.734369,0.992451,0.117000,0.900000,135.000000,4.000000,0.282580,0.000000
30,C6,1.118882,37.169975,0.994160,0.116000,0.900000,150.000000,4.000000,0.370580,0.000000
31,C7,1.183515,35.140088,0.997471,0.118000,0.900000,135.000000,4.000000,0.306580,0.000000
32,C8,1.114484,37.316679,0.998239,0.121000,0.900000,135.000000,4.000000,0.369580,0.000000
33,C9,1.052975,39.496485,0.995395,0.116000,0.900000,165.000000,4.000000,0.398580,0.000000
34,C10,1.055053,39.418717,0.997319,0.115000,0.900000,150.000000,4.000000,0.302580,0.000000
35,C11,1.026815,40.502760,0.997408,0.117000,0.900000,135.000000,4.000000,0.230580,0.000000
36,C12,1.042292,39.901320,0.995549,0.115000,0.900000,135.000000,4.000000,0.208580,0.000000
37,D1,1.085911,38.298572,0.994392,0.117000,0.900000,120.000000,4.000000,0.179580,0.000000
38,D2,1.060064,39.232367,0.998712,0.116000,0.900000,150.000000,4.000000,0.287580,0.000000
39,D3,0.839367,49.547880,0.990210,0.116000,0.900000,135.000000,4.000000,0.176580,0.000000
40,D4,0.816957,50.907025,0.990270,0.115000,0.900000,135.000000,4.000000,0.173580,0.000000
41,D5,1.095798,37.953002,0.990439,0.117000,0.900000,135.000000,4.000000,0.286580,0.000000
42,D6,1.088241,38.216580,0.990456,0.117000,0.900000,135.000000,4.000000,0.282580,0.000000
43,D7,1.173526,35.439216,0.998887,0.117000,0.900000,135.000000,4.000000,0.309580,0.000000
44,D8,1.130038,36.803048,0.994484,0.120000,0.900000,105.000000,4.000000,0.201580,0.000000
45,D9,1.044349,39.822745,0.994984,0.117000,0.900000,150.000000,4.000000,0.301580,0.000000
46,D10,1.036314,40.131480,0.997305,0.117000,0.900000,150.000000,4.000000,0.306580,0.000000
47,D11,1.052664,39.508183,0.996343,0.115000,0.900000,135.000000,4.000000,0.213580,0.000000
48,D12,1.102824,37.711205,0.993683,0.118000,0.900000,120.000000,4.000000,0.189580,0.000000
49,E1,1.071765,38.804052,0.994874,0.117000,0.900000,120.000000,4.000000,0.183580,0.000000
50,E2,1.083540,38.382382,0.999014,0.116000,0.900000,150.000000,4.000000,0.288580,0.000000
51,E3,0.812656,51.176436,0.992231,0.117000,0.900000,135.000000,4.000000,0.179580,0.000000
52,E4,0.805434,51.635334,0.993656,0.117000,0.900000,135.000000,4.000000,0.184580,0.000000
53,E5,1.098974,37.843315,0.994728,0.120000,0.900000,150.000000,4.000000,0.373580,0.000000
54,E6,1.094365,38.002691,0.991444,0.117000,0.900000,135.000000,4.000000,0.292580,0.000000
55,E7,1.143814,36.359787,0.992993,0.120000,0.900000,105.000000,4.000000,0.197580,0.000000
56,E8,1.149249,36.187844,0.993386,0.119000,0.900000,105.000000,4.000000,0.194580,0.000000
57,E9,1.054160,39.452106,0.998626,0.117000,0.900000,150.000000,4.000000,0.321580,0.000000
58,E10,1.050690,39.582384,0.993919,0.116000,0.900000,150.000000,4.000000,0.287580,0.000000
59,E11,1.122565,37.048032,0.994088,0.117000,0.900000,120.000000,4.000000,0.187580,0.000000
60,E12,1.105019,37.636318,0.993422,0.118000,0.900000,120.000000,4.000000,0.195580,0.000000
61,F1,1.066595,38.992166,0.994372,0.119000,0.900000,120.000000,4.000000,0.183580,0.000000
62,F2,1.048288,39.673101,0.998044,0.116000,0.900000,150.000000,4.000000,0.291580,0.000000
63,F3,0.833550,49.893605,0.992162,0.116000,0.900000,135.000000,4.000000,0.183580,0.000000
64,F4,0.857517,48.499146,0.987462,0.115000,0.900000,135.000000,4.000000,0.167580,0.000000
65,F5,1.085081,38.327862,0.997980,0.117000,0.900000,150.000000,4.000000,0.357580,0.000000
66,F6,1.089960,38.156275,0.997432,0.117000,0.900000,150.000000,4.000000,0.359580,0.000000
67,F7,1.128099,36.866285,0.994911,0.118000,0.900000,135.000000,4.000000,0.310580,0.000000
68,F8,1.126422,36.921188,0.993154,0.117000,0.900000,135.000000,4.000000,0.296580,0.000000
69,F9,1.031477,40.319692,0.993656,0.117000,0.900000,150.000000,4.000000,0.296580,0.000000
70,F10,1.044307,39.824329,0.995859,0.117000,0.900000,150.000000,4.000000,0.304580,0.000000
71,F11,1.031033,40.337057,0.996966,0.117000,0.900000,135.000000,4.000000,0.213580,0.000000
72,F12,1.037084,40.101692,0.995739,0.117000,0.900000,135.000000,4.000000,0.224580,0.000000
73,G1,1.043244,39.864924,0.994790,0.117000,0.900000,120.000000,4.000000,0.183580,0.000000
74,G2,1.073674,38.735081,0.994253,0.117000,0.900000,120.000000,4.000000,0.182580,0.000000
75,G3,0.823524,50.501039,0.991021,0.116000,0.900000,135.000000,4.000000,0.172580,0.000000
76,G4,0.848298,49.026179,0.990530,0.115000,0.900000,135.000000,4.000000,0.173580,0.000000
77,G5,1.083421,38.386599,0.991261,0.117000,0.900000,150.000000,4.000000,0.384580,0.000000
78,G6,1.083850,38.371403,0.993094,0.117000,0.900000,150.000000,4.000000,0.374580,0.000000
79,G7,1.135694,36.619764,0.996608,0.117000,0.900000,135.000000,4.000000,0.308580,0.000000
80,G8,1.102781,37.712678,0.998009,0.118000,0.900000,135.000000,4.000000,0.314580,0.000000
81,G9,1.017694,40.865734,0.993074,0.117000,0.900000,165.000000,4.000000,0.385580,0.000000
82,G10,1.033622,40.236007,0.995104,0.118000,0.900000,150.000000,4.000000,0.303580,0.000000
83,G11,1.026758,40.504998,0.997584,0.117000,0.900000,135.000000,4.000000,0.226580,0.000000
84,G12,1.022834,40.660407,0.997593,0.118000,0.900000,150.000000,4.000000,0.296580,0.000000
85,H1,1.042176,39.905771,0.995604,0.118000,0.900000,120.000000,4.000000,0.186580,0.000000
86,H2,1.083525,38.382882,0.995053,0.117000,0.900000,120.000000,4.000000,0.179580,0.000000
87,H3,0.837705,49.646144,0.988998,0.116000,0.900000,135.000000,4.000000,0.166580,0.000000
88,H4,0.791607,52.537234,0.993010,0.117000,0.900000,135.000000,4.000000,0.180580,0.000000
89,H5,1.046278,39.749330,0.996766,0.118000,0.900000,150.000000,4.000000,0.370580,0.000000
90,H6,1.045909,39.763341,0.997975,0.118000,0.900000,150.000000,4.000000,0.360580,0.000000
91,H7,1.099948,37.809819,0.998240,0.118000,0.900000,135.000000,4.000000,0.317580,0.000000
92,H8,1.091922,38.087747,0.995319,0.119000,0.900000,135.000000,4.000000,0.305580,0.000000
93,H9,1.004314,41.410195,0.997280,0.118000,0.900000,165.000000,4.000000,0.368580,0.000000
94,H10,1.000619,41.563117,0.995033,0.119000,0.900000,150.000000,4.000000,0.295580,0.000000
95,H11,1.001802,41.514013,0.998404,0.119000,0.900000,150.000000,4.000000,0.291580,0.000000
