0.9794,1.7596
1.3859,2.289
1.8069,2.9116
2.1217,3.3929
2.5352,3.9944
3.0479,4.6118
3.5048,5.1756
3.9597,5.7118
4.4523,6.2753
4.9194,6.7942
5.3732,7.315
5.8787,7.8241
6.3709,8.3955
6.9662,8.9896
7.4683,9.5571
7.9655,10.109
8.435,10.678
8.9622,11.289
9.4391,11.828
9.9794,12.419
10.48,12.984
10.898,13.508
11.415,14.065
11.813,14.555
12.293,15.115
12.76,15.655
13.279,16.202
13.732,16.743
14.267,17.332
14.774,17.89
15.2,18.39
15.667,18.969
16.076,19.451
16.634,20
17.063,20.541
17.503,21.088
17.953,21.658
18.459,22.279
18.975,22.885
19.424,23.442
19.879,24.037
20.299,24.544
20.767,25.135
21.247,25.664
21.681,26.18
22.142,26.703
22.526,27.186
22.965,27.664
23.362,28.169
23.801,28.693
24.217,29.204
24.646,29.69
25.044,30.193
25.483,30.732
25.874,31.236
26.288,31.758
26.719,32.306
27.117,32.829
27.75,33.237
28.055,33.594
28.697,34.11
29.273,34.701
29.743,35.198
30.299,35.757
30.868,36.276
31.488,36.866
32.038,37.413
32.61,37.959
33.083,38.468
33.722,39.056
34.316,39.622
34.847,40.112
35.467,40.669
36.132,41.263
36.755,41.793
37.268,42.305
37.877,42.882
38.5,43.407
39.161,44.001
39.761,44.58
40.372,45.078
40.984,45.628
41.475,46.131
42.113,46.644
42.625,47.139
43.187,47.678
43.734,48.156
44.358,48.725
44.948,49.221
45.536,49.762
46.008,50.266
46.61,50.837
47.21,51.347
47.732,51.902
48.289,52.403
48.806,52.884
49.394,53.451
49.967,53.913
50.544,54.441
51.144,55.042
51.603,55.488
52.109,56.049
52.599,56.555
53.125,57.007
53.677,57.543
54.247,58.055
54.794,58.55
55.363,59.073
55.915,59.551
56.475,60.077
57.075,60.557
57.623,61.034
58.231,61.573
58.879,62.098
59.377,62.547
59.906,63.027
60.604,63.567
61.213,64.001
61.877,64.549
62.446,64.988
63.032,65.459
63.659,65.92
64.192,66.375
64.75,66.853
65.347,67.338
65.877,67.789
66.4,68.328
66.935,68.7
67.431,69.159
67.993,69.622
68.513,70.083
69.055,70.553
69.576,71.005
70.108,71.445
70.621,71.901
71.162,72.387
71.652,72.791
72.163,73.216
72.674,73.685
