1.1167,1.7177
1.4112,2.1208
1.7817,2.5624
2.0458,2.8838
2.4339,3.3426
2.7689,3.7488
3.2424,4.2349
3.6516,4.6475
4.0897,5.0945
4.5202,5.5092
4.9137,5.9038
5.3448,6.3186
5.8701,6.7772
6.3509,7.2219
6.7239,7.6029
7.1716,8.0443
7.6683,8.4771
8.0886,8.8851
8.4951,9.2999
8.9536,9.7425
9.4047,10.194
9.7954,10.59
10.207,11.031
10.716,11.491
11.103,11.913
11.492,12.341
11.964,12.812
12.4,13.216
12.835,13.653
13.264,14.112
13.723,14.549
14.156,14.972
14.602,15.393
15.127,15.867
15.509,16.232
15.924,16.646
16.363,17.035
16.819,17.444
17.286,17.906
17.688,18.318
18.197,18.778
18.592,19.171
19.025,19.595
19.474,19.985
19.879,20.422
20.29,20.828
20.714,21.251
21.155,21.71
21.625,22.142
22.056,22.528
22.464,22.932
22.884,23.351
23.365,23.786
23.825,24.19
24.184,24.557
24.601,24.933
24.979,25.309
25.438,25.762
25.79,26.159
26.189,26.565
26.617,26.992
27.045,27.42
27.511,27.811
27.94,28.214
28.424,28.682
28.851,29.122
29.312,29.551
29.789,30.033
30.296,30.494
30.734,30.968
31.236,31.454
31.697,31.885
32.19,32.38
32.634,32.868
33.159,33.376
33.636,33.852
34.108,34.307
34.617,34.76
35.049,35.194
35.529,35.598
36,36.003
36.45,36.42
36.956,36.916
37.469,37.371
38.004,37.833
38.463,38.275
38.882,38.706
39.376,39.173
39.87,39.635
40.325,40.073
40.79,40.55
41.346,41.077
41.797,41.511
42.286,41.982
42.709,42.394
43.246,42.931
43.7,43.406
44.216,43.886
44.693,44.346
45.169,44.806
45.628,45.242
46.024,45.649
46.525,46.176
46.937,46.577
47.478,47.091
47.946,47.543
48.401,47.989
48.854,48.434
49.391,48.882
49.868,49.281
50.326,49.731
50.794,50.211
51.243,50.617
51.826,51.03
52.412,51.416
52.934,51.831
53.338,52.25
53.784,52.712
54.328,53.196
54.739,53.593
55.132,54.006
55.609,54.477
56.055,54.872
56.547,55.376
56.974,55.801
57.489,56.229
58.005,56.629
58.512,57.075
58.928,57.497
59.499,57.945
59.87,58.301
60.33,58.744
60.818,59.186
61.342,59.629
61.751,59.995
62.207,60.436
62.717,60.875
63.181,61.249
63.683,61.676
64.268,62.163
64.677,62.583
65.143,63.002
65.69,63.433
66.16,63.818
66.658,64.223
67.14,64.647
67.708,65.087
68.188,65.476
68.695,65.843
69.202,66.194
69.761,66.581
70.382,67.013
70.851,67.379
71.398,67.736
71.96,68.095
72.488,68.469
